# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
274,1708936774.292041,876800,-0.03996855020523071,1.376511812210083,-0.0660792738199234,1.9394694566726685
275,1708936775.056764,880000,-0.038275428116321564,1.6249358654022217,-0.0660792738199234,1.9394694566726685
276,1708936775.1288116,883200,-0.038275428116321564,1.6249358654022217,-0.06609378010034561,2.0227746963500977
277,1708936775.9090672,886400,-0.038275428116321564,1.6249358654022217,-0.0656687468290329,1.8484805822372437
278,1708936775.9848354,889600,-0.03680191934108734,1.6469131708145142,-0.0656687468290329,1.8484805822372437
279,1708936776.7674475,892800,-0.03680191934108734,1.6469131708145142,-0.06406459957361221,1.808083176612854
280,1708936776.910028,896000,-0.03547334298491478,1.3661998510360718,-0.06406459957361221,1.808083176612854
281,1708936777.6246467,899200,-0.03547334298491478,1.3661998510360718,-0.06314016133546829,1.9100027084350586
282,1708936777.8688977,902400,-0.034211885184049606,1.5775717496871948,-0.06314016133546829,1.9100027084350586
283,1708936778.49134,905600,-0.034211885184049606,1.5775717496871948,-0.06210528314113617,2.0786168575286865
284,1708936778.8486626,908800,-0.03390116989612579,1.7520077228546143,-0.06210528314113617,2.0786168575286865
285,1708936779.3088105,912000,-0.03390116989612579,1.7520077228546143,-0.061304207891225815,1.9058849811553955
286,1708936779.728014,915200,-0.0323314368724823,1.37886643409729,-0.061304207891225815,1.9058849811553955
287,1708936780.163263,918400,-0.0323314368724823,1.37886643409729,-0.06223026290535927,1.687721848487854
288,1708936780.6772902,921600,-0.03252936899662018,1.2637213468551636,-0.06223026290535927,1.687721848487854
289,1708936780.9747636,924800,-0.03252936899662018,1.2637213468551636,-0.06253951042890549,1.775765061378479
290,1708936781.6558778,928000,-0.03050636313855648,1.4585810899734497,-0.06253951042890549,1.775765061378479
291,1708936781.9038732,931200,-0.03050636313855648,1.4585810899734497,-0.06135474517941475,1.8936142921447754
292,1708936782.593154,934400,-0.030834930017590523,1.6717088222503662,-0.06135474517941475,1.8936142921447754
293,1708936782.740398,937600,-0.030834930017590523,1.6717088222503662,-0.05950888618826866,2.0141539573669434
294,1708936783.5392537,940800,-0.030834930017590523,1.6717088222503662,-0.05899931117892265,1.899027705192566
295,1708936783.5832243,944000,-0.03183717280626297,1.7252283096313477,-0.05899931117892265,1.899027705192566
296,1708936784.407344,947200,-0.03183717280626297,1.7252283096313477,-0.05900345370173454,1.9022647142410278
297,1708936784.5278525,950400,-0.031101692467927933,1.6782517433166504,-0.05900345370173454,1.9022647142410278
298,1708936785.185898,953600,-0.031101692467927933,1.6782517433166504,-0.058419905602931976,1.9400649070739746
299,1708936785.4701736,956800,-0.029882829636335373,1.6338311433792114,-0.058419905602931976,1.9400649070739746
300,1708936786.0377626,960000,-0.029882829636335373,1.6338311433792114,-0.05755431950092316,1.944738507270813
301,1708936786.3959649,963200,-0.02882738597691059,1.6105923652648926,-0.05755431950092316,1.944738507270813
302,1708936786.864211,966400,-0.02882738597691059,1.6105923652648926,-0.05619357153773308,1.9411282539367676
303,1708936787.3340974,969600,-0.02990599162876606,1.6460351943969727,-0.05619357153773308,1.9411282539367676
304,1708936787.6921334,972800,-0.02990599162876606,1.6460351943969727,-0.054163604974746704,1.9662443399429321
305,1708936788.299225,976000,-0.03162922337651253,1.6358336210250854,-0.054163604974746704,1.9662443399429321
306,1708936788.5236294,979200,-0.03162922337651253,1.6358336210250854,-0.05299757421016693,1.9189218282699585
307,1708936789.2838807,982400,-0.03247590363025665,1.7251875400543213,-0.05299757421016693,1.9189218282699585
308,1708936789.4904232,985600,-0.03247590363025665,1.7251875400543213,-0.052212342619895935,1.9239182472229004
309,1708936790.3384264,988800,-0.03278269246220589,1.61818265914917,-0.052212342619895935,1.9239182472229004
310,1708936790.3439794,992000,-0.03278269246220589,1.61818265914917,-0.0512712299823761,1.8752158880233765
311,1708936791.1962311,995200,-0.03278269246220589,1.61818265914917,-0.05056588351726532,1.9965702295303345
312,1708936791.2765856,998400,-0.0337262898683548,1.6640827655792236,-0.05056588351726532,1.9965702295303345
313,1708936792.029423,1001600,-0.0337262898683548,1.6640827655792236,-0.048783138394355774,2.2355852127075195
314,1708936792.3009355,1004800,-0.03197721391916275,1.8442564010620117,-0.048783138394355774,2.2355852127075195
